insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-599c419a-f9a1-444a-8445-8d832565377b,6z6wnfk8f8rj,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:58.727931707Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:37:53 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:37:53.761Z,projects/manisha-suresh/traces/483216feb694bee6c35ad7da9646f755
000000-a4bee8f7-cb6e-4ea0-b2f7-f2d82f1cfedf,6z6wnfk8f8rj,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:58.727931707Z,graph,manisha-suresh,us-central1,cloud_function,,"OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k",2020-12-02T10:37:50.063Z,projects/manisha-suresh/traces/483216feb694bee6c35ad7da9646f755
000000-81f9451d-3258-41cb-ba7d-1897a144ff6f,6z6wnfk8f8rj,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:37:58.727931707Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:37:48.166432769Z,projects/manisha-suresh/traces/483216feb694bee6c35ad7da9646f755
000000-e97e1bca-932a-4767-b76a-ddb5637abc01,55e9qem61q6c,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:48.185224727Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 5988 ms, finished with status code: 200",2020-12-02T10:36:44.088578195Z,projects/manisha-suresh/traces/afad38c19c8f9acbcc6c701c25e12af9
000000-68848e60-a6f0-4c29-88f2-f8cc3804358f,55e9qem61q6c,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:48.185224727Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:36:38.101099645Z,projects/manisha-suresh/traces/afad38c19c8f9acbcc6c701c25e12af9
000000-883ffa15-7212-4f53-a7ab-14587c979d7f,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 8359 ms, finished with status code: 200",2020-12-02T10:36:12.032812288Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-23bf9aa3-54c2-4de1-bfe4-c11a9d1eaf94,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:09 +0000] [10] [INFO] Booting worker with pid: 10,2020-12-02T10:36:09.867Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000001-b8b61db2-26fa-434d-a3f4-17e0fd89c103,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:09 +0000] [1] [INFO] Using worker: threads,2020-12-02T10:36:09.779Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-db891bdf-561c-4f57-bca9-8ad46a33d378,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:09 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T10:36:09.779Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-199ce5b3-367f-4614-b0f4-334c614d3b9a,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:36:09 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:36:09.778Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-0e53a8eb-be0a-4920-afec-f06845f56ee1,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,,"OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k",2020-12-02T10:36:05.689Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-bbd03fe3-48b0-4ff3-a8e2-e04b28dfd6d7,55e9zeec0wxr,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:36:14.321065342Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:36:03.674872437Z,projects/manisha-suresh/traces/b3e7bd645ef50b46c47bb68d66222ba6
000000-aec0a95d-02aa-4f01-97da-f667ec13274f,pe369rjjb326,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:03.217081273Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 4128 ms, finished with status code: 200",2020-12-02T10:23:56.520901951Z,projects/manisha-suresh/traces/6c6bdf69e2ec01f365fd4b85fd1b7a0f
000000-f7c9d26f-5f89-4e4b-bb41-5ed0f7aa0afc,pe369rjjb326,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:24:03.217081273Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:23:52.393770557Z,projects/manisha-suresh/traces/6c6bdf69e2ec01f365fd4b85fd1b7a0f
000000-f5052af1-f62c-43df-84b5-7d5655213e55,pe363x7nj5ub,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:23:25.030884787Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 4362 ms, finished with status code: 200",2020-12-02T10:23:19.009044323Z,projects/manisha-suresh/traces/326256471ef2f033ef97966b26edea11
000000-99c8de20-a05a-44bb-b818-0762cacb3cd9,pe363x7nj5ub,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:23:25.030884787Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:23:14.647158141Z,projects/manisha-suresh/traces/326256471ef2f033ef97966b26edea11
000000-77f880b4-8910-49ad-9f81-e474813b7c64,pe36ahrhgbwg,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:48.189016583Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 5698 ms, finished with status code: 200",2020-12-02T10:21:43.125241416Z,projects/manisha-suresh/traces/4d6815bce7d6964a5346a9d76fdb193c
000000-d1c85fd6-67d4-4122-8014-dd7e98d89165,pe36ahrhgbwg,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:48.189016583Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:21:37.427404405Z,projects/manisha-suresh/traces/4d6815bce7d6964a5346a9d76fdb193c
000000-b8c68253-3b7c-4113-a8b0-d8d53ffbedb3,pe36xoy186c6,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:21.011232967Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 4592 ms, finished with status code: 200",2020-12-02T10:21:14.934987664Z,projects/manisha-suresh/traces/cb285113a3fbd23f766edff4dda90fde
000000-b12a5089-d88a-467d-ad5b-0a4edb1ad327,pe36xoy186c6,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:21:21.011232967Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:21:10.343376980Z,projects/manisha-suresh/traces/cb285113a3fbd23f766edff4dda90fde
000000-5a295336-4929-45d9-9912-767b9a0987cf,pe36103ab9vm,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:56.134313933Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 4973 ms, finished with status code: 200",2020-12-02T10:19:46.000705750Z,projects/manisha-suresh/traces/791e3226511a2f5a1a7596dfbb98e64e
000000-0a48e84c-494f-4664-a9b4-26d986367ebb,pe36103ab9vm,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:43.569288549Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:19:41.028766130Z,projects/manisha-suresh/traces/791e3226511a2f5a1a7596dfbb98e64e
000000-06787a46-7f1e-4e7b-b729-29136aefad76,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:43.569288549Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,"Function execution took 12536 ms, finished with status code: 200",2020-12-02T10:19:33.068790384Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000000-0f7a5e5a-6794-4953-a9e3-1ad553583588,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:29 +0000] [10] [INFO] Booting worker with pid: 10,2020-12-02T10:19:29.586Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000001-806ea3d4-eb27-4425-a36e-1538edeebd0b,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:29 +0000] [1] [INFO] Using worker: threads,2020-12-02T10:19:29.494Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000000-b3412e15-7894-45c7-8fb8-731bceb4d035,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:29 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T10:19:29.494Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000000-d4994978-0d44-493f-a802-1ee5848367d8,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,,[2020-12-02 10:19:29 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T10:19:29.492Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000000-1ed1b22d-49af-4306-b708-8d49f3a69054,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,,"OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k",2020-12-02T10:19:23.281Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
000000-a062ed96-000c-4717-a2df-eabd04b34e05,pe366b9l8tmc,projects/manisha-suresh/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T10:19:30.919628849Z,graph,manisha-suresh,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T10:19:20.533799304Z,projects/manisha-suresh/traces/f2c53a7f8d9c7e8b4f44749db5e83375
